pedido_id,item_id,cliente_id,produto_id,data_pedido,UF_Sigla,canal_venda,vendedor_id,quantidade,preco_unitario,desconto_percentual,custo_unitario,status_pedido
2159,3976,451,8,2025-09-10,BA,Site Próprio,5,1,48.94,0.0915,43.6,Concluído
815,1479,648,14,2025-11-08,GO,Site Próprio,3,2,183.17,0.1075,105.23,Concluído
182,339,125,6,2025-10-17,MA,Site Próprio,4,1,87.36,0.0358,52.6,Concluído
1152,2075,319,33,2025-11-04,MG,Marketplace,3,1,230.81,0.0383,122.16,Concluído
1114,2012,361,36,2025-10-24,SP,Marketplace,6,1,149.15,0.1708,66.1,Concluído
132,254,88,46,2024-05-14,BA,Site Próprio,5,1,122.55,0.0952,81.26,Concluído
169,321,329,23,2024-12-23,MG,Site Próprio,5,2,48.47,0.2243,43.89,Concluído
1138,2049,514,16,2024-11-24,MS,Site Próprio,1,2,204.46,0.0884,150.82,Concluído
523,947,312,28,2025-11-27,RS,Marketplace,2,1,194.57,0.08,142.78,Concluído
1735,3167,200,17,2025-12-04,RS,Site Próprio,3,1,206.32,0.2123,127.08,Concluído
600,1085,22,12,2024-09-09,SP,Marketplace,5,1,419.47,0.2028,209.52,Concluído
662,1192,169,13,2025-03-10,SP,Marketplace,5,1,113.88,0.188,77.45,Concluído
341,621,209,16,2025-11-11,SP,Marketplace,5,1,173.79,0.1957,150.82,Concluído
1168,2099,390,12,2025-01-16,SP,Marketplace,2,1,489.38,0.2078,209.52,Concluído
414,751,529,44,2025-12-16,SP,Site Próprio,5,1,150.35,0.1758,119.7,Concluído
1519,2755,583,23,2025-12-05,SP,Site Próprio,1,2,88.52,0.3174,43.89,Concluído
1976,3636,65,4,2025-10-13,CE,Marketplace,4,1,271.65,0.0767,160.15,Concluído
1035,1865,65,12,2025-10-21,CE,Site Próprio,6,1,466.07,0.096,209.52,Concluído
1086,1959,500,23,2025-05-23,MG,Site Próprio,6,1,69.28,0.1264,43.89,Concluído
1329,2410,511,1,2024-04-23,BA,Site Próprio,6,2,139.5,0.1866,91.78,Concluído
988,1778,560,12,2024-04-18,SP,Marketplace,3,2,419.47,0.1987,209.52,Concluído
318,578,149,41,2025-02-25,SP,Site Próprio,1,2,247.19,0.1986,180.53,Concluído
921,1668,230,5,2025-11-12,SP,Marketplace,4,1,298.44,0.2313,185.65,Cancelado
770,1396,504,35,2025-02-18,SP,Marketplace,4,1,119.45,0.2341,79.44,Concluído
1213,2184,583,7,2025-08-17,SP,Site Próprio,5,1,216.73,0.2275,103.55,Concluído
1005,1806,70,21,2024-11-24,MS,Site Próprio,3,3,205.68,0.0539,94.68,Concluído
2401,4418,527,22,2025-03-24,SP,Site Próprio,3,1,216.84,0.2351,88.13,Concluído
142,271,568,26,2025-03-18,BA,Marketplace,1,2,254.67,0.0617,164.45,Concluído
88,171,47,32,2025-07-09,SP,Marketplace,5,1,201.39,0.2223,130.06,Concluído
1134,2042,327,34,2025-10-15,RJ,Marketplace,6,1,61.44,0.1031,37.12,Concluído
1751,3193,624,32,2025-02-24,SP,Site Próprio,3,1,201.39,0.2232,130.06,Concluído
2387,4393,257,40,2025-10-08,MG,Site Próprio,4,2,115.67,0.032,53.25,Concluído
1012,1816,139,46,2024-11-17,RS,Marketplace,2,3,189.07,0.0604,81.26,Concluído
2282,4206,485,7,2024-07-04,RS,Aplicativo,3,3,188.46,0.0529,103.55,Concluído
1313,2379,296,26,2025-05-19,DF,Site Próprio,5,1,343.8,0.0968,164.45,Concluído
823,1497,28,36,2024-06-22,ES,Site Próprio,4,3,142.94,0.0617,66.1,Cancelado
1456,2654,402,5,2024-04-03,RS,Marketplace,6,1,259.51,0.0355,185.65,Concluído
708,1276,114,17,2025-02-13,PA,Marketplace,4,2,237.27,0.1878,127.08,Concluído
2501,4610,631,26,2024-08-03,SP,Marketplace,4,1,309.42,0.1762,164.45,Concluído
994,1787,590,1,2025-01-18,RS,Marketplace,3,1,109.41,0.1812,91.78,Cancelado
2445,4505,581,24,2025-10-02,BA,Marketplace,6,1,454.45,0.0711,217.31,Concluído
2630,4845,396,50,2024-08-05,SC,Marketplace,2,1,181.63,0.046,118.05,Concluído
1674,3042,604,41,2024-07-07,SP,Site Próprio,4,1,333.7,0.1867,180.53,Concluído
1981,3642,392,13,2024-11-25,SP,Aplicativo,3,1,154.07,0.1764,77.45,Concluído
1205,2171,606,31,2025-12-26,SP,Site Próprio,4,1,93.34,0.1859,39.52,Cancelado
1281,2321,329,45,2025-11-02,MG,Marketplace,5,1,61.99,0.0706,39.57,Concluído
1283,2324,218,52,2025-05-08,AM,Marketplace,1,1,271.2,0.0758,115.34,Concluído
154,296,387,7,2025-04-13,SC,Marketplace,2,1,160.19,0.0962,103.55,Concluído
594,1071,219,40,2024-07-21,GO,Site Próprio,6,1,102.82,0.0705,53.25,Concluído
26,54,40,18,2024-07-09,BA,Site Próprio,2,3,480.25,0.0315,173.9,Concluído
2088,3846,347,29,2025-10-27,MS,Site Próprio,1,1,151.89,0.0363,78.75,Concluído
2370,4361,206,26,2025-03-16,BA,Site Próprio,5,1,292.23,0.1023,164.45,Concluído
1568,2836,617,8,2025-11-21,BA,Site Próprio,6,1,53.48,0.0728,43.6,Concluído
2553,4701,370,45,2024-12-26,RJ,Site Próprio,5,2,65.63,,39.57,Concluído
1112,2007,220,53,2024-11-15,RS,Marketplace,3,1,286.62,,152.79,Concluído
160,302,576,53,2024-11-25,SP,Site Próprio,6,1,212.31,0.1785,152.79,Concluído
197,366,403,7,2024-12-02,SP,Marketplace,1,2,146.58,0.2052,103.55,Concluído
50,103,572,31,2024-03-15,MG,Site Próprio,6,1,72.14,0.0526,39.52,Concluído
2162,3981,572,20,2025-11-11,MG,Site Próprio,2,1,113.01,0.0304,55.18,Concluído
1611,2929,247,40,2025-01-01,DF,Aplicativo,2,2,98.32,0.064,53.25,Concluído
2279,4203,178,41,2024-06-20,SP,Marketplace,5,1,353.33,0.2045,180.53,Concluído
2260,4170,22,23,2025-11-26,SP,Aplicativo,6,1,69.28,0.2449,43.89,Concluído
1532,2776,89,49,2025-03-16,RJ,Marketplace,1,1,106.25,0.1057,73.39,Concluído
819,1488,10,13,2025-11-20,PE,Marketplace,5,1,133.97,0.0961,77.45,Cancelado
1556,2817,559,1,2024-08-05,SC,Site Próprio,5,1,172.33,0.2275,91.78,Concluído
202,375,351,17,2025-11-09,MA,Aplicativo,2,1,137.55,0.1586,127.08,Concluído
673,1214,76,4,2025-09-17,SC,Aplicativo,4,2,211.28,,160.15,Concluído
300,545,340,4,2025-08-16,BA,Marketplace,4,1,171.04,0.0895,160.15,Concluído
748,1352,477,6,2025-11-02,RJ,Site Próprio,6,2,68.37,0.0977,52.6,Concluído
152,292,522,41,2025-05-24,SP,Site Próprio,2,1,247.19,0.1712,180.53,Cancelado
211,390,627,12,2025-05-16,SP,Site Próprio,3,2,396.16,0.2167,209.52,Concluído
2302,4245,146,53,2025-12-07,DF,Site Próprio,1,3,286.62,0.0281,152.79,Concluído
1320,2393,321,39,2025-12-17,SP,Site Próprio,5,3,624.57,0.2001,144.85,Concluído
1037,1871,104,1,2024-07-10,SP,Marketplace,3,1,188.74,0.2978,91.78,Concluído
2206,4067,589,5,2024-12-11,SP,Site Próprio,2,1,272.49,0.183,185.65,Concluído
130,248,326,16,2024-06-07,PR,Site Próprio,1,1,234.62,0.072,150.82,Concluído
1783,3261,92,5,2024-09-24,RS,Marketplace,6,1,220.58,0.0646,185.65,Cancelado
1202,2165,51,6,2024-10-14,SP,Marketplace,3,1,50.64,0.1802,52.6,Concluído
2635,4859,450,43,2024-06-27,MG,Marketplace,1,1,392.82,0.1035,182.69,Concluído
1836,3361,164,6,2024-04-08,BA,Site Próprio,4,1,68.37,0.0805,52.6,Concluído
2456,4523,258,53,2025-03-08,SP,Marketplace,6,1,334.39,0.2174,152.79,Concluído
222,411,500,53,2024-06-27,MG,Site Próprio,1,1,212.31,0.1032,152.79,Concluído
1112,2006,220,15,2024-11-15,RS,Marketplace,3,1,43.34,0.0828,22.05,Concluído
2268,4184,23,20,2024-11-05,SP,Site Próprio,5,1,108.3,0.2025,55.18,Concluído
1049,1895,323,45,2025-04-14,MG,Marketplace,5,1,61.99,0.1011,39.57,Concluído
2608,4799,76,31,2025-11-04,SC,Marketplace,2,2,85.22,0.0564,39.52,Concluído
2604,4792,19,23,2025-12-19,SP,Marketplace,2,1,80.83,0.2675,43.89,Concluído
462,833,328,46,2025-09-16,PE,Site Próprio,6,2,141.8,0.0638,81.26,Concluído
1232,2228,612,35,2025-06-06,RS,Site Próprio,1,2,96.7,0.0401,79.44,Concluído
1004,1804,587,13,2025-06-18,RS,Site Próprio,6,1,120.58,0.0713,77.45,Concluído
385,691,207,21,2024-11-18,SC,Site Próprio,2,2,133.31,0.0865,94.68,Concluído
2112,3893,608,31,2024-06-21,SP,Site Próprio,2,1,85.22,0.2204,39.52,Concluído
2212,4078,346,44,2024-03-23,SP,Site Próprio,1,1,270.64,0.2246,119.7,Concluído
2568,4731,242,17,2025-05-17,SP,Site Próprio,2,1,175.37,0.3315,127.08,Concluído
2216,4084,326,14,2024-11-09,PR,Marketplace,6,1,155.69,0.0374,105.23,Concluído
596,1076,347,42,2024-12-11,MS,Site Próprio,5,1,52.28,0.0328,37.56,Concluído
2471,4556,522,21,2025-09-20,SP,Site Próprio,3,1,145.69,0.1716,94.68,Concluído
1174,2112,540,1,2025-04-15,PR,Site Próprio,4,1,147.71,0.1236,91.78,Concluído
424,770,605,8,2025-03-22,PE,Marketplace,4,2,53.48,0.085,43.6,Concluído
1448,2642,173,7,2025-11-16,PA,Site Próprio,2,1,118.66,0.06,103.55,Concluído
1079,1947,571,14,2025-10-08,SC,Site Próprio,1,1,192.33,0.1036,105.23,Cancelado
306,555,459,17,2024-12-19,SP,Site Próprio,2,1,137.55,0.2953,127.08,Concluído
415,753,308,18,2024-09-21,BA,Site Próprio,3,1,408.21,,173.9,Concluído
1987,3655,380,46,2024-05-06,SP,Site Próprio,1,1,133.92,0.2013,81.26,Concluído
1325,2403,260,43,2025-06-03,SP,Site Próprio,4,1,471.39,0.1652,182.69,Concluído
575,1042,508,8,2024-06-16,SP,Marketplace,4,3,53.6,0.2108,43.6,Concluído
2021,3724,638,5,2024-05-10,SC,Site Próprio,4,2,259.51,0.087,185.65,Concluído
2486,4584,350,20,2025-06-25,PR,Marketplace,5,2,84.76,0.0355,55.18,Concluído
196,364,305,3,2024-03-26,SP,Marketplace,3,1,36.49,0.2275,26.91,Concluído
1877,3444,128,5,2024-11-14,MT,Marketplace,2,1,259.51,0.0497,185.65,Concluído
629,1136,109,6,2025-05-19,RS,Site Próprio,6,1,56.27,0.0535,52.6,Concluído
2058,3790,585,25,2024-04-25,DF,Marketplace,3,1,39.32,0.0413,16.13,Concluído
304,551,542,1,2024-08-24,RJ,Marketplace,1,1,121.57,0.2149,91.78,Concluído
2620,4825,444,52,2024-07-23,RJ,Site Próprio,5,1,232.45,0.1081,115.34,Concluído
1966,3612,621,8,2024-09-23,PR,Site Próprio,6,1,72.36,0.093,43.6,Concluído
893,1623,339,34,2025-07-20,SP,Site Próprio,6,2,92.16,0.2329,37.12,Concluído
2558,4715,620,30,2024-06-17,SP,Site Próprio,1,1,379.13,0.1949,145.7,Concluído
2109,3886,25,1,2025-10-13,MG,Site Próprio,4,1,164.12,0.2253,91.78,Concluído
2502,4613,30,7,2024-03-16,RJ,Aplicativo,2,1,216.73,0.12,103.55,Concluído
2257,4164,405,24,2025-04-21,SP,Site Próprio,6,1,545.34,0.1796,217.31,Concluído
466,843,443,21,2025-08-23,SP,Site Próprio,6,1,114.26,0.1924,94.68,Concluído
1149,2069,138,3,2025-05-17,MG,Marketplace,5,2,60.85,0.0918,26.91,Cancelado
2022,3725,463,8,2025-04-26,RJ,Site Próprio,5,1,66.07,0.1408,43.6,Cancelado
487,880,466,18,2024-06-02,SP,Site Próprio,5,1,551.09,0.2297,173.9,Concluído
2379,4375,361,13,2025-01-02,SP,Marketplace,5,1,160.77,0.1983,77.45,Concluído
1587,2879,401,13,2024-07-23,RS,Site Próprio,2,1,160.77,0.0512,77.45,Concluído
478,864,518,13,2024-04-04,SP,Site Próprio,1,2,84.35,0.1894,77.45,Concluído
1839,3369,636,10,2025-08-16,SP,Site Próprio,6,1,250.46,0.2307,120.42,Cancelado
1691,3074,289,17,2025-07-22,MS,Site Próprio,2,2,237.27,0.175,127.08,Concluído
1144,2060,608,32,2024-06-15,SP,Site Próprio,5,1,285.47,0.2059,130.06,Concluído
1449,2644,302,42,2025-11-23,BA,Aplicativo,5,1,60.49,0.0339,37.56,Concluído
1058,1912,292,46,2025-06-16,SP,Aplicativo,3,2,133.92,0.1938,81.26,Concluído
1421,2587,425,23,2025-10-26,MG,Site Próprio,4,2,69.28,0.1693,43.89,Concluído
2108,3882,192,12,2025-12-26,PR,Site Próprio,4,1,466.07,0.0465,209.52,Concluído
596,1074,347,17,2024-12-11,MS,Site Próprio,5,3,160.47,0.1917,127.08,Concluído
974,1754,132,5,2025-07-17,MG,Site Próprio,3,1,259.51,0.0759,185.65,Concluído
646,1160,412,25,2025-02-08,SP,Site Próprio,5,2,25.33,0.2328,16.13,Concluído
29,59,616,5,2025-05-13,SP,Site Próprio,1,1,201.84,0.1983,185.65,Concluído
737,1327,286,8,2025-11-21,PR,Marketplace,6,2,53.6,0.105,43.6,Concluído
2242,4132,246,32,2025-03-13,PR,Site Próprio,4,2,231.1,0.0961,130.06,Concluído
1266,2295,203,23,2025-12-03,MG,Site Próprio,6,1,59.87,0.197,43.89,Concluído
2165,3987,605,39,2025-09-07,PE,Marketplace,4,1,442.41,0.1035,144.85,Concluído
688,1239,432,6,2025-11-25,CE,Site Próprio,1,1,56.27,0.0601,52.6,Cancelado
1906,3500,374,38,2025-01-14,SP,Aplicativo,1,1,95.07,0.1779,48.05,Concluído
2113,3894,546,11,2025-11-09,SP,Site Próprio,5,1,209.09,0.2301,139.55,Concluído
1752,3195,283,25,2025-03-24,PR,Site Próprio,5,2,35.91,0.0764,16.13,Concluído
834,1514,474,48,2025-10-26,RS,Site Próprio,3,1,199.61,0.0667,66.62,Cancelado
1217,2197,3,36,2025-09-19,PE,Marketplace,5,1,111.87,0.0536,66.1,Concluído
1831,3350,430,32,2025-12-14,PR,Site Próprio,6,1,211.46,0.0604,130.06,Concluído
2428,4473,453,23,2024-10-23,SP,Aplicativo,4,1,76.98,,43.89,Concluído
594,1069,219,51,2024-07-21,GO,Site Próprio,6,1,321.01,0.0895,201.19,Concluído
1217,2196,3,6,2025-09-19,PE,Marketplace,5,1,68.37,0.0419,52.6,Concluído
2604,4793,19,1,2025-12-19,SP,Marketplace,2,1,172.33,0.3189,91.78,Concluído
37,77,10,36,2024-04-10,PE,Site Próprio,5,1,92.07,0.1025,66.1,Concluído
282,517,411,29,2025-04-27,RJ,Site Próprio,5,1,91.08,0.1121,78.75,Concluído
1381,2501,91,12,2025-07-21,SP,Site Próprio,3,2,396.16,0.2198,209.52,Concluído
1001,1800,634,27,2025-11-08,RS,Site Próprio,1,1,167.97,0.0883,88.49,Concluído
1843,3378,389,46,2025-09-12,SP,Marketplace,3,2,181.19,0.184,81.26,Concluído
2145,3945,607,12,2024-08-23,RJ,Site Próprio,6,2,559.29,0.1425,209.52,Concluído
2554,4703,631,3,2024-08-24,SP,Marketplace,4,1,52.16,0.2222,26.91,Concluído
2563,4722,121,5,2025-04-05,SP,Site Próprio,3,1,259.51,0.189,185.65,Concluído
101,193,540,47,2025-09-14,PR,Site Próprio,2,1,133.06,0.0328,89.54,Concluído
1550,2807,346,3,2025-07-24,SP,Marketplace,4,1,69.55,0.236,26.91,Cancelado
573,1039,438,35,2024-07-06,MG,Marketplace,1,1,161.25,0.0929,79.44,Concluído
1210,2179,519,17,2025-09-08,RJ,Aplicativo,3,1,175.37,0.2095,127.08,Concluído
1086,1960,500,45,2025-05-23,MG,Site Próprio,6,1,65.63,0.077,39.57,Concluído
2397,4412,26,50,2025-12-16,SP,Site Próprio,3,1,211.9,0.2387,118.05,Concluído
2129,3921,476,6,2024-05-07,AM,Site Próprio,4,2,64.57,0.0447,52.6,Concluído
725,1304,361,25,2025-08-01,SP,Site Próprio,2,3,41.03,0.2015,16.13,Concluído
345,627,237,29,2025-09-11,SP,Site Próprio,3,1,128.58,0.1766,78.75,Concluído
1590,2887,411,8,2025-08-12,RJ,Site Próprio,5,1,53.48,0.1344,43.6,Concluído
1988,3656,336,47,2024-12-23,SP,Site Próprio,2,1,209.56,0.2269,89.54,Cancelado
608,1100,34,50,2025-05-14,MG,Aplicativo,2,2,127.07,0.0782,118.05,Cancelado
2384,4389,257,9,2025-10-06,MG,Site Próprio,2,2,227.79,0.0323,108.49,Concluído
1056,1909,117,40,2025-12-23,PE,Marketplace,3,1,98.53,0.0649,53.25,Concluído
2274,4193,136,40,2025-05-22,SP,Marketplace,3,1,115.67,0.2225,53.25,Concluído
1391,2519,197,52,2025-06-26,MG,Marketplace,2,1,309.94,0.0949,115.34,Concluído
1815,3320,381,34,2025-04-06,PR,Marketplace,4,1,78.34,0.0567,37.12,Concluído
1057,1911,60,14,2025-12-06,CE,Site Próprio,2,2,192.33,0.0562,105.23,Concluído
1218,2199,365,3,2025-04-20,RJ,Site Próprio,2,1,49.26,0.1068,26.91,Concluído
2337,4312,35,46,2025-09-08,AM,Marketplace,3,1,133.92,0.0912,81.26,Concluído
1644,2986,189,51,2024-11-25,SC,Marketplace,4,1,361.14,0.1045,201.19,Concluído
2591,4770,405,30,2024-06-07,SP,Marketplace,6,2,379.13,0.2337,145.7,Concluído
162,310,473,16,2024-12-10,SP,Site Próprio,1,2,173.79,0.2327,150.82,Concluído
778,1413,394,35,2025-09-03,SP,Site Próprio,6,1,130.54,0.2153,79.44,Concluído
429,776,128,12,2024-12-04,MT,Site Próprio,4,1,345.24,0.0516,209.52,Concluído
262,485,359,6,2025-11-16,SP,Site Próprio,6,1,56.27,0.1821,52.6,Concluído
2431,4477,147,50,2025-05-27,SP,Aplicativo,2,2,171.54,0.1763,118.05,Concluído
199,368,556,14,2024-10-03,RS,Marketplace,1,3,183.17,0.0761,105.23,Concluído
313,571,599,27,2024-11-12,SC,Aplicativo,4,2,193.17,0.0712,88.49,Concluído
1583,2870,214,44,2025-01-27,PR,Site Próprio,6,1,259.36,0.0583,119.7,Concluído
361,650,78,42,2024-09-21,AM,Site Próprio,2,2,60.49,0.0534,37.56,Concluído
1487,2707,457,17,2024-12-13,SP,Marketplace,6,1,216.64,0.3336,127.08,Concluído
241,442,71,4,2025-11-02,SP,Marketplace,6,1,171.04,0.1679,160.15,Concluído
879,1594,157,6,2024-07-24,SC,Aplicativo,4,1,64.57,0.1036,52.6,Concluído
1252,2264,376,1,2025-11-16,SP,Site Próprio,3,1,121.57,0.3254,91.78,Concluído
494,897,540,8,2025-12-05,PR,Site Próprio,3,2,56.63,0.0692,43.6,Concluído
1967,3614,252,8,2024-12-07,RS,Marketplace,4,1,56.63,0.0331,43.6,Concluído
848,1542,273,13,2025-11-01,SP,Marketplace,4,1,99.24,0.2037,77.45,Concluído
774,1405,409,23,2025-06-01,SP,Aplicativo,2,1,76.98,0.2742,43.89,Concluído
1863,3414,447,5,2025-12-17,RJ,Marketplace,4,2,233.56,0.0738,185.65,Concluído
1506,2733,445,8,2025-07-21,RJ,Marketplace,6,2,53.48,0.1219,43.6,Concluído
2224,4097,431,50,2025-11-25,PR,Site Próprio,5,3,181.63,0.0606,118.05,Concluído
1927,3533,356,14,2025-10-12,RJ,Site Próprio,5,2,183.17,0.1104,105.23,Concluído
2606,4797,160,49,2024-11-19,MG,Marketplace,2,1,106.25,0.0304,73.39,Concluído
1127,2032,441,52,2025-06-17,RJ,Marketplace,5,1,200.89,0.1134,115.34,Concluído
522,946,569,5,2024-12-17,MG,Marketplace,4,3,298.44,0.0618,185.65,Concluído
934,1690,11,32,2024-02-22,SP,Site Próprio,2,1,231.1,,130.06,Concluído
2227,4102,356,11,2025-03-04,RJ,Site Próprio,3,1,245.98,0.1327,139.55,Concluído
35,73,2,6,2024-11-12,RS,Marketplace,3,2,56.27,0.0473,52.6,Concluído
2180,4020,24,8,2024-11-04,DF,Marketplace,5,1,62.92,0.0261,43.6,Concluído
550,995,227,32,2025-09-06,SP,Marketplace,6,1,201.39,0.1715,130.06,Concluído
421,763,641,47,2025-07-14,BA,Site Próprio,6,1,125.66,0.0975,89.54,Concluído
1189,2138,579,43,2025-05-02,SP,Marketplace,3,1,392.82,0.1865,182.69,Concluído
89,174,349,37,2025-06-06,SP,Site Próprio,3,1,71.0,0.2333,61.9,Concluído
1147,2066,365,29,2025-12-25,RJ,Aplicativo,3,1,91.08,0.0965,78.75,Cancelado
961,1735,532,49,2025-10-18,SP,Marketplace,5,1,106.25,0.1916,73.39,Cancelado
2458,4529,555,5,2025-11-19,SP,Aplicativo,2,3,259.51,0.2225,185.65,Concluído
2016,3713,119,1,2025-12-10,CE,Site Próprio,4,1,139.5,0.2274,91.78,Concluído
1482,2701,370,23,2025-05-03,RJ,Site Próprio,6,1,69.28,0.1988,43.89,Concluído
1297,2352,386,38,2024-08-20,RJ,Site Próprio,1,1,105.64,0.1076,48.05,Concluído
986,1776,352,49,2024-05-23,SP,Marketplace,6,2,131.25,0.2343,73.39,Concluído
2337,4310,35,13,2025-09-08,AM,Marketplace,3,1,113.88,0.0734,77.45,Concluído
465,839,352,49,2025-07-12,SP,Site Próprio,6,1,131.25,0.2316,73.39,Concluído
479,865,474,49,2025-12-13,RS,Site Próprio,3,2,125.0,0.0466,73.39,Concluído
1898,3479,292,7,2025-04-16,SP,Site Próprio,4,3,160.19,0.1786,103.55,Concluído
1779,3252,304,15,2025-12-03,SP,Site Próprio,5,1,30.32,0.23,22.05,Concluído
1053,1904,603,47,2025-11-01,RS,Aplicativo,3,1,169.65,,89.54,Concluído
157,299,339,28,2025-03-24,SP,Marketplace,3,1,194.57,0.2102,142.78,Concluído
200,372,206,14,2025-05-21,BA,Marketplace,1,1,115.33,0.0857,105.23,Cancelado
1051,1900,357,49,2025-03-24,SP,Marketplace,5,1,143.75,0.2272,73.39,Concluído
718,1294,55,5,2025-04-08,SC,Site Próprio,2,2,192.23,0.0756,185.65,Concluído
140,267,70,17,2025-06-17,MS,Site Próprio,6,1,183.4,0.1649,127.08,Concluído
1666,3026,253,30,2025-03-09,RJ,Aplicativo,6,1,268.55,0.1356,145.7,Concluído
992,1785,301,23,2025-08-01,RS,Marketplace,4,1,92.37,0.2256,43.89,Concluído
569,1030,73,13,2025-08-16,SP,Marketplace,5,3,160.77,0.1863,77.45,Concluído
284,520,489,17,2025-05-20,MT,Marketplace,1,2,129.91,0.2047,127.08,Concluído
1385,2510,30,13,2025-09-16,RJ,Marketplace,2,2,154.07,0.1132,77.45,Concluído
1351,2447,337,32,2025-10-03,MG,Marketplace,6,1,231.1,0.0485,130.06,Cancelado
1406,2555,271,5,2025-12-27,RJ,Site Próprio,4,1,259.51,0.1239,185.65,Concluído
1060,1915,431,53,2025-09-07,PR,Site Próprio,1,1,286.62,0.0711,152.79,Concluído
1484,2704,269,27,2025-12-19,RJ,Aplicativo,4,2,192.75,,88.49,Concluído
1903,3493,196,27,2025-06-27,SP,Marketplace,5,1,272.11,,88.49,Concluído
885,1610,229,6,2025-12-10,MS,Marketplace,2,1,64.57,0.1043,52.6,Concluído
1491,2712,190,44,2024-12-15,SP,Site Próprio,1,1,236.81,0.2025,119.7,Concluído
1653,3003,578,40,2025-12-07,SP,Marketplace,3,3,104.1,0.1718,53.25,Concluído
214,396,355,44,2024-03-04,SP,Marketplace,4,2,202.98,0.1611,119.7,Concluído
46,95,523,17,2024-11-10,SP,Site Próprio,3,1,152.83,0.2639,127.08,Concluído
1387,2512,463,1,2025-10-04,RJ,Marketplace,3,1,172.33,0.1734,91.78,Concluído
2336,4306,464,1,2025-05-14,SP,Marketplace,5,1,164.12,0.3492,91.78,Cancelado
993,1786,558,2,2024-05-25,PA,Marketplace,5,1,358.37,0.0582,137.72,Concluído
1099,1984,461,37,2025-09-25,MG,Site Próprio,4,2,111.83,0.0465,61.9,Concluído
1074,1937,379,36,2025-11-24,PR,Marketplace,2,1,130.51,,66.1,Concluído
2077,3821,395,5,2025-05-19,RJ,Marketplace,4,1,311.41,,185.65,Concluído
1473,2682,252,14,2025-12-10,RS,Marketplace,6,2,164.85,0.044,105.23,Concluído
1672,3038,494,1,2025-11-10,MA,Marketplace,4,2,188.74,,91.78,Concluído
2566,4728,280,5,2025-12-19,GO,Site Próprio,1,1,220.58,0.0739,185.65,Concluído
1650,2996,368,49,2024-08-21,SP,Marketplace,4,3,131.25,0.2136,73.39,Concluído
1520,2756,343,5,2025-06-05,ES,Marketplace,3,1,272.49,0.0513,185.65,Concluído
1668,3031,151,5,2025-12-24,PR,Aplicativo,2,1,220.58,0.1027,185.65,Concluído
488,882,622,36,2024-12-17,ES,Aplicativo,2,1,78.26,0.0435,66.1,Concluído
789,1432,255,16,2025-06-25,RJ,Marketplace,4,3,331.23,0.1111,150.82,Concluído
1585,2874,159,28,2025-03-13,MG,Marketplace,2,1,223.27,0.0558,142.78,Concluído
2331,4298,502,53,2025-06-27,GO,Site Próprio,6,1,286.62,0.0392,152.79,Concluído
56,113,519,25,2025-11-08,RJ,Marketplace,6,1,21.53,0.1275,16.13,Concluído
1306,2366,291,42,2025-11-07,PE,Aplicativo,5,3,57.13,0.09,37.56,Concluído
733,1322,197,44,2025-05-23,MG,Site Próprio,3,3,200.47,0.1064,119.7,Concluído
1714,3122,20,5,2024-11-22,SP,Marketplace,1,2,272.49,0.2272,185.65,Concluído
523,948,312,21,2025-11-27,RS,Marketplace,2,1,126.96,0.0748,94.68,Concluído
2546,4688,110,42,2024-06-23,SP,Marketplace,4,1,57.13,0.2222,37.56,Concluído
876,1588,429,5,2025-11-10,RJ,Site Próprio,4,1,311.41,0.1145,185.65,Concluído
655,1178,3,1,2025-10-23,PE,Site Próprio,4,2,109.41,0.1869,91.78,Concluído
2293,4231,568,33,2024-11-09,BA,Aplicativo,6,2,230.81,0.105,122.16,Concluído
349,631,555,5,2025-06-11,SP,Site Próprio,2,1,259.51,0.1838,185.65,Concluído
1922,3523,73,1,2024-03-12,SP,Marketplace,6,1,196.94,0.2928,91.78,Cancelado
2406,4429,248,26,2025-07-12,SP,Site Próprio,2,1,292.23,0.1842,164.45,Concluído
1680,3051,552,30,2024-09-10,SP,Site Próprio,5,1,268.55,0.2056,145.7,Concluído
887,1615,70,29,2024-12-04,MS,Site Próprio,4,1,173.58,0.0402,78.75,Concluído
1725,3146,68,11,2024-11-09,RJ,Site Próprio,3,1,245.98,0.1006,139.55,Concluído
2631,4848,72,34,2024-07-27,SP,Site Próprio,5,1,96.77,0.1688,37.12,Concluído
1198,2157,395,43,2025-06-02,RJ,Site Próprio,4,1,471.39,0.1359,182.69,Concluído
967,1743,526,3,2025-05-05,SP,Site Próprio,3,1,69.55,0.2287,26.91,Concluído
1818,3327,420,44,2025-05-16,SP,Site Próprio,5,1,191.7,0.2343,119.7,Concluído
2007,3697,382,6,2025-11-25,SP,Site Próprio,6,2,56.27,0.1937,52.6,Concluído
1040,1878,336,36,2024-03-21,SP,Site Próprio,3,1,130.51,0.179,66.1,Concluído
2381,4380,587,31,2025-06-19,RS,Aplicativo,4,2,73.05,0.0794,39.52,Concluído
2121,3905,508,10,2025-12-07,SP,Site Próprio,5,1,274.31,0.1924,120.42,Concluído
2348,4328,478,16,2025-01-12,PR,Aplicativo,2,1,317.42,0.1008,150.82,Concluído
1201,2163,276,7,2024-05-21,SC,Marketplace,1,1,169.61,0.103,103.55,Concluído
1881,3449,278,1,2025-04-20,BA,Marketplace,3,1,172.33,0.1319,91.78,Concluído
